Category	Species	Biomolecule name	Biomolecule ID	Disease name	Disease ontology	ICD-10 classification	Tissue	PubMed_ID	Interaction gene symbol	Expression direction	Experimental method	Experimental method classification	Throughput	Description	Reference title	Year
microRNA	Mus musculus	mmu-miR-221	MIMAT0000669	Obesity	DOID:9970	E66	liver	19727952	-	differential expression	real-time PCR	PCR	Low-throughput	The expression of several miRNAs changed in response to either obesity challenge, including miRNAs 107, 103, 30c, 30a-5p, 222, and 221.	Obesity and genetics regulate microRNAs in islets, liver and adipose of diabetic mice	2009
microRNA	Mus musculus	mmu-miR-222	MIMAT0000670	Obesity	DOID:9970	E66	liver	19727952	-	differential expression	real-time PCR	PCR	Low-throughput	The expression of several miRNAs changed in response to either obesity challenge, including miRNAs 107, 103, 30c, 30a-5p, 222, and 221.	Obesity and genetics regulate microRNAs in islets, liver and adipose of diabetic mice	2009
microRNA	Mus musculus	mmu-miR-30a-5p	MIMAT0000128	Obesity	DOID:9970	E66	liver	19727952	-	differential expression	real-time PCR	PCR	Low-throughput	The expression of several miRNAs changed in response to either obesity challenge, including miRNAs 107, 103, 30c, 30a-5p, 222, and 221.	Obesity and genetics regulate microRNAs in islets, liver and adipose of diabetic mice	2009
microRNA	Mus musculus	mmu-miR-30c	MIMAT0000514	Obesity	DOID:9970	E66	liver	19727952	-	differential expression	real-time PCR	PCR	Low-throughput	The expression of several miRNAs changed in response to either obesity challenge, including miRNAs 107, 103, 30c, 30a-5p, 222, and 221.	Obesity and genetics regulate microRNAs in islets, liver and adipose of diabetic mice	2009
microRNA	Mus musculus	mmu-miR-375	MIMAT0000739	Obesity	DOID:9970	E66	liver	19727952	-	differential expression	real-time PCR	PCR	Low-throughput	Our data reveals that miR-375 expression in islets is ~50% lower in BTBR-ob/ob mice than in B6-ob/ob mice.	Obesity and genetics regulate microRNAs in islets, liver and adipose of diabetic mice	2009
microRNA	Homo sapiens	hsa-miR-10b	MIMAT0000254	Non-alcoholic fatty liver disease	-	K76	L02 cells	19780876	PPAR-alpha	downregulation	real-time RT-PCR	PCR	Low-throughput	The established miRNA profile of the steatotic L02 cell model and the novel effect of miRNA-10b in regulating hepatocyte steatosis may provide a new explanation of the pathogenesis of NAFLD.	Effect of miRNA-10b in regulating cellular steatosis level by targeting PPAR-alpha expression, a novel mechanism for the pathogenesis of NAFLD.	2010
microRNA	Homo sapiens	hsa-miR-27b	MIMAT0000419	Obesity	DOID:9970	E66	human multipotent adipose-derived stem cells	19800867	PPARgamma	downregulation	qRT-PCR	PCR	Low-throughput	miR-27b abundance decreased during adipogenesis of human multipotent adipose-derived stem (hMADS) cells.	microRNA miR-27b impairs human adipocyte differentiation and targets PPARgamma	2009
microRNA	Homo sapiens	hsa-miR-132	MIMAT0000426	Obesity	DOID:9970	E66	primary human adipose-derived stem cells	19819989	SirT1	upregulation	real-time PCR	PCR	Low-throughput	in response to nutritional availability, induction of miR-132 decreases SirT1-mediated deacetylation of p65 leading to activation of nuclear factor-kappaB and transcription of IL-8 and MCP-1 in primary human preadipocytes and in vitro differentiated adipocytes.	microRNA 132 regulates nutritional stress-induced chemokine production through repression of SirT1.	2009
microRNA	Mus musculus	mmu-miR-27a	MIMAT0000537	Aging	-	-	liver	19878148	ODC/Srm	downregulation	microarray/qRT-PCR/Transfection Experiments	array;PCR;RNAi/knock down/transfection	Low-throughput	among the altered aspects of intermediate metabolism detected in the dwarf mouse liver--glutathione metabolism, the urea cycle and polyamine biosynthesis--miRNA-27a is a key post-transcriptional control.	microRNA regulation in Ames dwarf mouse liver may contribute to delayed aging.	2010
microRNA	Mus musculus	mmu-miR-2861	MIMAT0013803	Osteoporosis	DOID:11476	M80	osteoblast	19920351	Runx2	downregulation	qRT-PCR	PCR	Low-throughput	miR-2861 plays an important physiological role in osteoblast differentiation and contributes to osteoporosis via its effect on osteoblasts.	A novel microRNA targeting HDAC5 regulates osteoblast differentiation in mice and contributes to primary osteoporosis in humans.	2009
microRNA	Homo sapiens	hsa-miR-100	MIMAT0000098	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-125b	MIMAT0000423	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-146	MIMAT0000449	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	upregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-151	MIMAT0000757	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-191	MIMAT0000440	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	In Tregs of diabetic patients we found significantly increased expression of miRNA-510 (p=0.05) and decreased expression of both miRNA-342 (p<0.0001) and miRNA-191 (p=0.0079).	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-20b	MIMAT0001413	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-31	MIMAT0000089	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-335	MIMAT0000765	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-342	MIMAT0000753	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	In Tregs of diabetic patients we found significantly increased expression of miRNA-510 (p=0.05) and decreased expression of both miRNA-342 (p<0.0001) and miRNA-191 (p=0.0079).	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-365	MIMAT0000710	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-510	MIMAT0002882	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	upregulation	TaqMan array	array	High-throughput	In Tregs of diabetic patients we found significantly increased expression of miRNA-510 (p=0.05) and decreased expression of both miRNA-342 (p<0.0001) and miRNA-191 (p=0.0079).	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Homo sapiens	hsa-miR-99a	MIMAT0000097	Type I diabetes mellitus	DOID:9744	E10	Tregs	19954774	-	downregulation	TaqMan array	array	High-throughput	When comparing Tregs and T cells, we revealed that Tregs had significant higher expression of miRNA-146a and lower expression of eight specific miRNAs (20b, 31, 99a, 100, 125b, 151, 335, and 365). To our knowledge, this is the first study demonstrating changes in miRNA expression profiles occurring in Tregs of T1D patients and a miRNAs signature of adult Tregs.	microRNA-342, microRNA-191 and microRNA-510 are differentially expressed in T regulatory cells of type 1 diabetic patients.	2010
microRNA	Drosophila pseudoobscura	dps-miR-8	MIMAT0001210	Aging	-	-	fat cell	20005803	USH	downregulation	Northern blot	immunochemistry	Low-throughput	Our study identifies two novel regulators of insulin signaling, miR-8/miR-200 and USH/FOG2, and suggests their roles in adolescent growth, aging, and cancer.	Conserved microRNA miR-8/miR-200 and its target USH/FOG2 control growth by regulating PI3K.	2009
microRNA	Homo sapiens	hsa-miR-200	MIMAT0000682/MIMAT0000318/MIMAT0000617	Aging	-	-	fat cell	20005803	FOG2	downregulation	Northern blot	immunochemistry	Low-throughput	Our study identifies two novel regulators of insulin signaling, miR-8/miR-200 and USH/FOG2, and suggests their roles in adolescent growth, aging, and cancer.	Conserved microRNA miR-8/miR-200 and its target USH/FOG2 control growth by regulating PI3K.	2009
microRNA	Mus musculus	mmu-miR-133a	MIMAT0000145	Diabetes mellitus	DOID:9351	E10-E14	cardiomyocytes	20013939	ANP/BNP/MEF2A/MEF2C/SGK1/IGF1R	downregulation	array/RT-PCR	array;PCR	Low-throughput	Data from these studies demonstrate a novel glucose-induced mechanism regulating gene expression and cardiomyocyte hypertrophy in diabetes which is mediated through miR133a.	miR133a regulates cardiomyocyte hypertrophy in diabetes.	2010
microRNA	Homo sapiens	hsa-miR-204	MIMAT0000265	Osteoporosis	DOID:11476	M80	bone marrow stromal cell	20039258	Runx2	upregulation	PCR	PCR	Low-throughput	Together, our data demonstrated that miR-204/211 act as important endogenous negative regulators of Runx2, which inhibit osteogenesis and promote adipogenesis of mesenchymal progenitor cells and BMSCs.	microRNA-204 regulates Runx2 protein expression and mesenchymal progenitor cell differentiation	2010
microRNA	Homo sapiens	hsa-miR-211	MIMAT0000268	Osteoporosis	DOID:11476	M80	bone marrow stromal cell	20039258	Runx2	upregulation	PCR	PCR	Low-throughput	Together, our data demonstrated that miR-204/211 act as important endogenous negative regulators of Runx2, which inhibit osteogenesis and promote adipogenesis of mesenchymal progenitor cells and BMSCs.	microRNA-204 regulates Runx2 protein expression and mesenchymal progenitor cell differentiation	2010
microRNA	Homo sapiens	hsa-miR-192	MIMAT0000222	Diabetic nephropathy	-	E14	proximal tubular cells	20056746	ZEB1/ZEB2	differential expression	TaqMan low-density array/qRT-PCR	PCR;array	Low-throughput	loss of miR-192 expression associates with increased fibrosis and decreased estimated GFR in diabetic nephropathy in vivo, perhaps by enhancing TGF-beta-mediated downregulation of E-cadherin in PTCs.	Loss of microRNA-192 promotes fibrogenesis in diabetic nephropathy.	2010
